Program_Name,Station_Name,Beach_Name,Lat_DD,Lon_DD,Municipality,County_Name,Station_Type_Name,Location_Type_Name,Result_Date,Result_Time,Result_Measure,Result_Comments,Units_Name,Result_Type_Name,Remark_Code_Name
"Cooperative Coastal Monitoring Program",OC1046,"23rd Ave",39.9065216172,-74.0774310747,"Berkeley Township","Ocean County",Primary,Ocean,06/21/2021,07:25,10,"Imported from old, last updated: [2021-06-22 14:09:46.883879]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1048,10th,39.7534554149,-74.1004749819,"Barnegat Light Borough","Ocean County",Primary,Ocean,06/21/2021,08:06,10,"Imported from old, last updated: [2021-06-22 14:09:46.964753]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1050,"24th St",39.7437416400,-74.1106586615,"Barnegat Light Borough","Ocean County",Primary,Ocean,06/21/2021,06:41,10,"Imported from old, last updated: [2021-06-22 14:09:47.051466]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1052,"Loveladies Ln",39.7198239187,-74.1255132318,"Long Beach Township","Ocean County",Primary,Ocean,06/21/2021,06:30,10,"Imported from old, last updated: [2021-06-22 14:09:47.142509]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",OC1054,"75th Ocean Front",39.7034466073,-74.1335770736,"Harvey Cedars Borough","Ocean County",Primary,Ocean,06/21/2021,06:15,10,"Imported from old, last updated: [2021-06-22 14:09:47.241096]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1058,Bergen,39.6860536335,-74.1446397950,"Harvey Cedars Borough","Ocean County",Primary,Ocean,06/21/2021,06:05,10,"Imported from old, last updated: [2021-06-22 14:09:47.3339]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1062,"23rd St",39.6681239104,-74.1574187934,"Surf City Borough","Ocean County",Primary,Ocean,06/21/2021,05:54,10,"Imported from old, last updated: [2021-06-22 14:09:47.436492]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1068,"14th St Ocean Front",39.6448907967,-74.1762155318,"Ship Bottom Borough","Ocean County",Primary,Ocean,06/21/2021,07:36,10,"Imported from old, last updated: [2021-06-22 14:09:47.538853]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1072,"Stockton Ave",39.6151911343,-74.1978774892,"Long Beach Township","Ocean County",Primary,Ocean,06/21/2021,06:06,10,"Imported from old, last updated: [2021-06-22 14:09:47.622923]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1076,"New Jersey Ave",39.5845421890,-74.2196010186,"Long Beach Township","Ocean County",Primary,Ocean,06/21/2021,06:24,10,"Imported from old, last updated: [2021-06-22 14:09:47.713861]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1078,"Taylor Ocean Front",39.5668542824,-74.2312423563,"Beach Haven Borough","Ocean County",Primary,Ocean,06/21/2021,06:44,10,"Imported from old, last updated: [2021-06-22 14:09:47.796]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1080,"Leeward St",39.5483920571,-74.2486485517,"Beach Haven Borough","Ocean County",Primary,Ocean,06/21/2021,06:58,10,"Imported from old, last updated: [2021-06-22 14:09:47.872455]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1082,Joan,39.5353218423,-74.2587438882,"Long Beach Township","Ocean County",Primary,Ocean,06/21/2021,07:09,10,"Imported from old, last updated: [2021-06-22 14:09:47.946211]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1085,"IBSP 1",39.8540073754,-74.0843698959,"Berkeley Township","Ocean County",Primary,Ocean,06/21/2021,07:10,10,"Imported from old, last updated: [2021-06-22 14:09:48.018637]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1089,"East Tuna Way",39.9883894162,-74.0613185468,"Toms River Township","Ocean County",Primary,Ocean,06/21/2021,08:47,10,"Imported from old, last updated: [2021-06-22 14:09:48.093993]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1094,"Bryn Mawr",39.9796718440,-74.0632929410,"Lavallette Borough","Ocean County",Primary,Ocean,06/21/2021,09:27,10,"Imported from old, last updated: [2021-06-22 14:09:48.171004]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1095,"Lincoln Ave",39.9382037599,-74.0704307967,"Seaside Heights Borough","Ocean County",Primary,Ocean,06/21/2021,08:03,10,"Imported from old, last updated: [2021-06-22 14:09:48.249434]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",OC1096,Brighton,39.9241132507,-74.0735102068,"Seaside Park Borough","Ocean County",Primary,Ocean,06/21/2021,07:44,10,"Imported from old, last updated: [2021-06-22 14:09:48.349554]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1099,"North 10th St",39.6600287994,-74.1635582068,"Surf City Borough","Ocean County",Primary,Ocean,06/21/2021,08:06,10,"Imported from old, last updated: [2021-06-22 14:09:48.45789]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1100,"South 3rd St",39.6515320211,-74.1706224745,"Ship Bottom Borough","Ocean County",Primary,Ocean,06/21/2021,07:52,10,"Imported from old, last updated: [2021-06-22 14:09:48.578072]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1129,Fielder,39.9526877476,-74.0679266017,"Toms River Township","Ocean County",Primary,Ocean,06/21/2021,08:26,10,"Imported from old, last updated: [2021-06-22 14:09:48.67446]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1130,"4th Ave",39.9562775543,-74.0674578500,"Toms River Township","Ocean County",Primary,Ocean,06/21/2021,08:36,10,"Imported from old, last updated: [2021-06-22 14:09:48.75926]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1135,Maryland,40.0765925776,-74.0402649233,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,06/21/2021,07:14,10,"Imported from old, last updated: [2021-06-22 14:09:48.854526]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1136,"IBSP 2",39.8498315508,-74.0851153705,"Berkeley Township","Ocean County",Primary,Ocean,06/21/2021,07:00,10,"Imported from old, last updated: [2021-06-22 14:09:48.964355]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1153S,"Bridge Ave",40.0698290000,-74.0415910000,"Bay Head Borough","Ocean County",Primary,Ocean,06/21/2021,07:27,10,"Imported from old, last updated: [2021-06-22 14:09:49.081256]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1051,"40th St",39.0857622167,-74.7234621549,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,09:01,2,"Imported from old, last updated: [2021-06-29 11:34:29.913977]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1101,Surf,39.2890008504,-74.5514799136,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,06:09,2,"Imported from old, last updated: [2021-06-29 11:34:29.999835]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1103,"9th St",39.2742697113,-74.5691610101,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,06:26,4,"Imported from old, last updated: [2021-06-29 11:34:30.08234]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1104,"34th St",39.2488712922,-74.6069292049,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,06:54,2,"Imported from old, last updated: [2021-06-29 11:34:30.156406]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1105,"55th St",39.2232582853,-74.6322934582,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,07:12,2,"Imported from old, last updated: [2021-06-29 11:34:30.276403]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1106,Williard,39.1969474571,-74.6508893406,"Upper Township","Cape May County",Primary,Ocean,06/28/2021,07:25,2,"Imported from old, last updated: [2021-06-29 11:34:30.361148]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1107,"34th St",39.1588270720,-74.6836733476,"Sea Isle City","Cape May County",Primary,Ocean,06/28/2021,08:00,2,"Imported from old, last updated: [2021-06-29 11:34:30.435919]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1108,"40th St",39.1550425183,-74.6878292230,"Sea Isle City","Cape May County",Primary,Ocean,06/28/2021,08:05,2,"Imported from old, last updated: [2021-06-29 11:34:30.505678]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1111,"21st St",39.0980749465,-74.7112370040,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,08:49,2,"Imported from old, last updated: [2021-06-29 11:34:30.57853]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1112,"83rd St",39.0598798791,-74.7474604102,"Stone Harbor Borough","Cape May County",Primary,Ocean,06/28/2021,09:56,2,"Imported from old, last updated: [2021-06-29 11:34:30.653034]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1116,"2nd & JFK",39.0026639500,-74.7867934600,"North Wildwood City","Cape May County",Primary,Ocean,06/28/2021,05:56,2,"Imported from old, last updated: [2021-06-29 11:34:30.72489]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1119,"Maple Ave",38.9857311185,-74.8034863297,"Wildwood City","Cape May County",Primary,Ocean,06/28/2021,06:17,4,"Imported from old, last updated: [2021-06-29 11:34:30.80317]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1120,Schellenger,38.9831232531,-74.8071697504,"Wildwood City","Cape May County",Primary,Ocean,06/28/2021,06:19,8,"Imported from old, last updated: [2021-06-29 11:34:30.901618]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1121,Montgomery,38.9791918712,-74.8126897203,"Wildwood City","Cape May County",Primary,Ocean,06/28/2021,06:22,2,"Imported from old, last updated: [2021-06-29 11:34:30.971903]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1122,Bennett,38.9756457284,-74.8185316746,"Wildwood City","Cape May County",Primary,Ocean,06/28/2021,06:28,6,"Imported from old, last updated: [2021-06-29 11:34:31.046454]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1123,Forgetmenot,38.9694971036,-74.8283883830,"Wildwood Crest Borough","Cape May County",Primary,Ocean,06/28/2021,06:35,2,"Imported from old, last updated: [2021-06-29 11:34:31.119427]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1124,Miami,38.9632662262,-74.8370528218,"Wildwood Crest Borough","Cape May County",Primary,Ocean,06/28/2021,06:41,2,"Imported from old, last updated: [2021-06-29 11:34:31.19144]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1125,Jefferson,38.9567699066,-74.8455837538,"Wildwood Crest Borough","Cape May County",Primary,Ocean,06/28/2021,06:50,2,"Imported from old, last updated: [2021-06-29 11:34:31.263506]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1127S,Brooklyn,38.9350000000,-74.8962530000,"Cape May City","Cape May County",Primary,Ocean,06/28/2021,07:30,4,"Imported from old, last updated: [2021-06-29 11:34:31.336113]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1129,"Queen North",38.9299576174,-74.9121053437,"Cape May City","Cape May County",Primary,Ocean,06/28/2021,08:00,2,"Imported from old, last updated: [2021-06-29 11:34:31.40849]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1130,"Ocean Ave",38.9289984484,-74.9191065864,"Cape May City","Cape May County",Primary,Ocean,06/28/2021,08:15,4,"Imported from old, last updated: [2021-06-29 11:34:31.48868]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1133,Congress,38.9287287679,-74.9232037549,"Cape May City","Cape May County",Primary,Ocean,06/28/2021,08:30,2,"Imported from old, last updated: [2021-06-29 11:34:31.565654]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1134,Grant,38.9286800659,-74.9267171610,"Cape May City","Cape May County",Primary,Ocean,06/28/2021,08:45,2,"Imported from old, last updated: [2021-06-29 11:34:31.639473]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1135,Broadway,38.9287285150,-74.9312155740,"Cape May City","Cape May County",Primary,Ocean,06/28/2021,09:00,2,"Imported from old, last updated: [2021-06-29 11:34:31.713082]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1136,2nd,38.9283628352,-74.9331964390,"Cape May City","Cape May County",Primary,Ocean,06/28/2021,09:15,2,"Imported from old, last updated: [2021-06-29 11:34:31.802825]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1148,Brainard,38.9379590357,-74.9710431701,"Cape May Point Borough","Cape May County",Primary,Ocean,06/28/2021,09:30,2,"Imported from old, last updated: [2021-06-29 11:34:31.878445]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1154,"Richmond Ave",38.9561966340,-74.8462740194,"Lower Township","Cape May County",Primary,Ocean,06/28/2021,06:55,2,"Imported from old, last updated: [2021-06-29 11:34:31.955613]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1156,"30th St",39.0918139944,-74.7161837949,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,08:56,2,"Imported from old, last updated: [2021-06-29 11:34:32.034039]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1160,Park,39.2778464647,-74.5613139209,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,06:20,2,"Imported from old, last updated: [2021-06-29 11:34:32.10743]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1162,"24th St",39.2592770000,-74.5943042118,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,06:41,2,"Imported from old, last updated: [2021-06-29 11:34:32.182879]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1163,Webster,39.1959923818,-74.6520544678,"Upper Township","Cape May County",Primary,Ocean,06/28/2021,07:30,2,"Imported from old, last updated: [2021-06-29 11:34:32.25509]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1166,"59th St",39.1420697583,-74.6976336306,"Sea Isle City","Cape May County",Primary,Ocean,06/28/2021,08:15,2,"Imported from old, last updated: [2021-06-29 11:34:32.327393]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1168,"9th St",39.1065101429,-74.7048292332,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,08:39,2,"Imported from old, last updated: [2021-06-29 11:34:32.399419]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1169,"90th St",39.0547640496,-74.7513928336,"Stone Harbor Borough","Cape May County",Primary,Ocean,06/28/2021,10:02,2,"Imported from old, last updated: [2021-06-29 11:34:32.47204]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1170,"108th St",39.0438538484,-74.7609814384,"Stone Harbor Borough","Cape May County",Primary,Ocean,06/28/2021,10:20,2,"Imported from old, last updated: [2021-06-29 11:34:32.542272]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1171,"119th St",39.0364842423,-74.7671852671,"Stone Harbor Borough","Cape May County",Primary,Ocean,06/28/2021,10:28,2,"Imported from old, last updated: [2021-06-29 11:34:32.612293]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1173,Whildin,38.9310073077,-74.9639848331,"Cape May Point Borough","Cape May County",Primary,Ocean,06/28/2021,10:00,2,"Imported from old, last updated: [2021-06-29 11:34:32.686859]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1174,Ocean,38.9326873857,-74.9667864934,"Cape May Point Borough","Cape May County",Primary,Ocean,06/28/2021,09:45,2,"Imported from old, last updated: [2021-06-29 11:34:32.760417]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1175,Lavendar,38.9736316468,-74.8219140659,"Wildwood Crest Borough","Cape May County",Primary,Ocean,06/28/2021,06:30,2,"Imported from old, last updated: [2021-06-29 11:34:32.839657]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1176,Philadelphia,38.9315318813,-74.9064319455,"Cape May City","Cape May County",Primary,Ocean,06/28/2021,07:45,2,"Imported from old, last updated: [2021-06-29 11:34:32.910253]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1177,"85th St",39.1250098417,-74.7069836129,"Sea Isle City","Cape May County",Primary,Ocean,06/28/2021,08:30,2,"Imported from old, last updated: [2021-06-29 11:34:32.986638]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1178,"65th St",39.0715462725,-74.7382360115,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,09:43,2,"Imported from old, last updated: [2021-06-29 11:34:33.060858]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1179,"103rd St",39.0469857809,-74.7585603641,"Stone Harbor Borough","Cape May County",Primary,Ocean,06/28/2021,10:15,2,"Imported from old, last updated: [2021-06-29 11:34:33.134862]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1180,"24th St",38.9886811866,-74.8000556422,"North Wildwood City","Cape May County",Primary,Ocean,06/28/2021,06:15,4,"Imported from old, last updated: [2021-06-29 11:34:33.208672]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1181,North,39.2831767192,-74.5554126119,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,06:15,2,"Imported from old, last updated: [2021-06-29 11:34:33.279596]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1182,"16th St",39.2682209422,-74.5818322424,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,06:33,2,"Imported from old, last updated: [2021-06-29 11:34:33.351035]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1183,"28th St",39.2553306375,-74.5991135324,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,06:46,2,"Imported from old, last updated: [2021-06-29 11:34:33.423419]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1184,"48th St",39.2319057088,-74.6246904570,"Ocean City","Cape May County",Primary,Ocean,06/28/2021,07:05,2,"Imported from old, last updated: [2021-06-29 11:34:33.493034]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1185,"29th St",39.1625781672,-74.6826937794,"Sea Isle City","Cape May County",Primary,Ocean,06/28/2021,07:56,2,"Imported from old, last updated: [2021-06-29 11:34:33.564447]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1186,"49th St",39.1488023215,-74.6928170883,"Sea Isle City","Cape May County",Primary,Ocean,06/28/2021,08:10,2,"Imported from old, last updated: [2021-06-29 11:34:33.636]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1187,"65th St",39.1379934395,-74.6999312409,"Sea Isle City","Cape May County",Primary,Ocean,06/28/2021,08:18,2,"Imported from old, last updated: [2021-06-29 11:34:33.709794]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1188,"77th St",39.1304661189,-74.7040258775,"Sea Isle City","Cape May County",Primary,Ocean,06/28/2021,08:24,2,"Imported from old, last updated: [2021-06-29 11:34:33.781658]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1189,"15th St",39.1017422893,-74.7080618480,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,08:44,2,"Imported from old, last updated: [2021-06-29 11:34:33.858449]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1190,"50th St",39.0805716579,-74.7289039836,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,09:20,2,"Imported from old, last updated: [2021-06-29 11:34:33.931027]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1191,"57th St",39.0763374081,-74.7336487381,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,09:34,2,"Imported from old, last updated: [2021-06-29 11:34:34.002046]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1192,"76th St",39.0642112519,-74.7443818139,"Avalon Borough","Cape May County",Primary,Ocean,06/28/2021,09:50,2,"Imported from old, last updated: [2021-06-29 11:34:34.077945]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1193,"96th St",39.0514077929,-74.7545716237,"Stone Harbor Borough","Cape May County",Primary,Ocean,06/28/2021,10:08,2,"Imported from old, last updated: [2021-06-29 11:34:34.153635]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1195,Orchid,38.9664229034,-74.8330179345,"Wildwood Crest Borough","Cape May County",Primary,Ocean,06/28/2021,06:48,2,"Imported from old, last updated: [2021-06-29 11:34:34.227622]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1196,Hollywood,38.9599786055,-74.8414105690,"Wildwood Crest Borough","Cape May County",Primary,Ocean,06/28/2021,06:45,2,"Imported from old, last updated: [2021-06-29 11:34:34.300027]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1210,"10th & JFK",38.9964063611,-74.7906740158,"North Wildwood City","Cape May County",Primary,Ocean,06/28/2021,06:09,2,"Imported from old, last updated: [2021-06-29 11:34:34.37562]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1211,"18th Ave",38.9923107998,-74.7964688356,"North Wildwood City","Cape May County",Primary,Ocean,06/28/2021,06:13,4,"Imported from old, last updated: [2021-06-29 11:34:34.449935]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1013,"Public Beach",40.3622814044,-73.9714540943,"Sea Bright Borough","Monmouth County",Primary,Ocean,06/28/2021,07:13,10,"Imported from old, last updated: [2021-06-29 13:02:20.019428]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1018,"Atlantic Ave",40.3200680936,-73.9750786409,"Long Branch City","Monmouth County",Primary,Ocean,06/28/2021,08:00,10,"Imported from old, last updated: [2021-06-29 13:02:20.007887]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1019,Joline,40.3143364604,-73.9761722615,"Long Branch City","Monmouth County",Primary,Ocean,06/28/2021,08:10,10,"Imported from old, last updated: [2021-06-29 13:02:20.008678]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1020,"South Bath",40.2913981527,-73.9796819117,"Long Branch City","Monmouth County",Primary,Ocean,06/28/2021,07:30,10,"Imported from old, last updated: [2021-06-29 13:02:20.009378]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1021,"Elberon Bch Clb",40.2609915318,-73.9879961017,"Long Branch City","Monmouth County",Primary,Ocean,06/28/2021,07:00,10,"Imported from old, last updated: [2021-06-29 13:02:20.009891]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1022,"Deal Casino",40.2522531157,-73.9901180256,"Deal Borough","Monmouth County",Primary,Ocean,06/28/2021,08:30,10,"Imported from old, last updated: [2021-06-29 13:02:20.003674]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1023,"North Bath",40.2945292984,-73.9788529377,"Long Branch City","Monmouth County",Primary,Ocean,06/28/2021,07:40,10,"Imported from old, last updated: [2021-06-29 13:02:20.010486]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1024,3rd,40.2209176425,-73.9984369303,"Asbury Park City","Monmouth County",Primary,Ocean,06/28/2021,07:30,10,"Imported from old, last updated: [2021-06-29 13:02:19.996172]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1027,Sylvania,40.1917268859,-74.0081774117,"Avon-by-the-Sea Borough","Monmouth County",Primary,Ocean,06/28/2021,07:09,10,"Imported from old, last updated: [2021-06-29 13:02:19.998363]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1031,"L Jetty, Washington Ave",40.1888335237,-74.0088216656,"Avon-by-the-Sea Borough","Monmouth County",Primary,Ocean,06/28/2021,07:04,10,"Imported from old, last updated: [2021-06-29 13:02:19.999128]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1036,"East Main",40.1113420270,-74.0323773678,"Manasquan Borough","Monmouth County",Primary,Ocean,06/28/2021,06:55,10,"Imported from old, last updated: [2021-06-29 13:02:20.012864]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1039,Laird,40.3040574457,-73.9769902841,"Long Branch City","Monmouth County",Primary,Ocean,06/28/2021,07:50,10,"Imported from old, last updated: [2021-06-29 13:02:20.011045]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1041,Cedar,40.2367133247,-73.9939071598,"Allenhurst Borough","Monmouth County",Primary,Ocean,06/28/2021,08:05,10,"Imported from old, last updated: [2021-06-29 13:02:19.992641]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1043,"Village Beach Club",40.2322903369,-73.9960221817,"Loch Arbour Village","Monmouth County",Primary,Ocean,06/28/2021,07:50,10,"Imported from old, last updated: [2021-06-29 13:02:20.007115]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1046S,"Pavilion Beach",40.3245843900,-73.9743557400,"Monmouth Beach Borough","Monmouth County",Primary,Ocean,06/28/2021,07:02,10,"Imported from old, last updated: [2021-06-29 13:02:20.01708]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1047,"Ocean Beach Club",40.2692712907,-73.9848903782,"Long Branch City","Monmouth County",Primary,Ocean,06/28/2021,07:10,10,"Imported from old, last updated: [2021-06-29 13:02:20.011678]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1050,"1st Ave",40.2179562572,-73.9994817762,"Asbury Park City","Monmouth County",Primary,Ocean,06/28/2021,07:20,10,"Imported from old, last updated: [2021-06-29 13:02:19.996907]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1051,Main,40.2114438126,-74.0018846213,"Neptune Township","Monmouth County",Primary,Ocean,06/28/2021,07:00,10,"Imported from old, last updated: [2021-06-29 13:02:20.017667]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1052,Broadway,40.2089715639,-74.0029218061,"Neptune Township","Monmouth County",Primary,Ocean,06/28/2021,06:50,10,"Imported from old, last updated: [2021-06-29 13:02:20.018251]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1053,"Ocean Park",40.2039657903,-74.0045925064,"Bradley Beach Borough","Monmouth County",Primary,Ocean,06/28/2021,07:21,10,"Imported from old, last updated: [2021-06-29 13:02:20.00248]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1054,Evergreen,40.1960369121,-74.0070955720,"Bradley Beach Borough","Monmouth County",Primary,Ocean,06/28/2021,07:14,10,"Imported from old, last updated: [2021-06-29 13:02:20.00309]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1056,"12th Ave",40.1746929138,-74.0133067766,"Belmar Borough","Monmouth County",Primary,Ocean,06/28/2021,08:08,10,"Imported from old, last updated: [2021-06-29 13:02:20.000513]",CFU/100mL,Enterococcus,K
